_unit_id,gender,created,description,fav_number,name,retweet_count,text,tweet_count,tweet_created,tweet_id,tweet_location,user_timezone
99,male,,"Adventurer at heart, coffee enthusiast, and lover of great stories. Exploring the world one experience at a time. Always seeking the next thrill.",,@AussieVibes91,,Just wrapped up a long week with some much-needed downtime. Time to recharge and enjoy the simple moments. Here's to finding balance and pursuing what truly matters.,,,,"Perth, Australia",
100,female,,"Creative soul with a passion for art, culture, and coffee. Exploring life's little moments and sharing my journey one tweet at a time. Always seeking inspiration",,@UrbanDreamer_CGN,,Just finished an inspiring book that got me thinking about new possibilities. Every page turned brought fresh ideas. Ready to implement some changes. #BookLovers,,,,"Cologne, Germany",
101,female,,"Passionate about culture, food, and travel. Exploring the world one dish at a time. Avid reader and coffee lover. Always seeking new adventures",,@WhimsicalLotus,,Enjoying the crisp air and vibrant colors of autumn. It’s the perfect season for new beginnings and fresh perspectives. Embrace change and look forward to the future! #Inspiration #AutumnVibes,,,,"Guangzhou, China",
102,male,,"Passionate about culture, food, and technology. Exploring life's adventures one day at a time. Coffee lover and avid reader. Always seeking new experiences.",,@AndeanExplorer,,Chasing dreams and striving for progress every day. Let's make the most of our time and support each other!,,,,"Santiago, Chile",
103,brand,,Crafting unique experiences with a touch of creativity. Passionate about innovation and storytelling. Join us on a journey of inspiration and discovery.,,@EmeraldVibe,,Discover the essence of craftsmanship and innovation in every piece. Join us on a journey where quality meets creativity. Explore our collection and redefine your style today. #Craftsmanship #Innovation,,,,"Dublin, Ireland",
104,female,,Coffee lover | Bookworm | Exploring the beauty of everyday life | Passionate about sustainability and art | Always seeking new adventures,,@NordicWhimsy,,What a refreshing change to see more people prioritizing mental health. Let’s keep the conversation going and support one another. #Wellness #MentalHealthMatters,,,,"Helsinki, Finland",
105,female,,"Adventurer at heart, coffee enthusiast, and lover of art. Exploring life's wonders one experience at a time. Passionate about nature and good conversations",,@AlpineWhimsy,,Just took a long stroll through the city exploring hidden gems. There's something magical about discovering small shops and cafes off the beaten path. Always hungry for new adventures! #Wanderlust,,,,"Zurich, Switzerland",
106,brand,,"Crafting unique experiences through creativity and passion. Inspired by culture, innovation, and community. Join the journey. #CreativityUnleashed",,@VibrantVista,,Discover the essence of style and innovation with our latest collection. Redefine your everyday look and make a statement that's uniquely yours. Join us on this journey of creativity and expression! #StyleInnovation #YourUniqueVoice,,,,"Barcelona, Spain",
107,male,,Passionate about innovation and technology. Avid traveler and foodie. Exploring the world one experience at a time. Sharing insights on culture and lifestyle.,,@DesertNomad93,,Exploring new horizons and embracing every challenge that comes my way. The journey is just as important as the destination. #NeverSettle,,,,"Dubai, UAE",
108,male,,"Adventure seeker, coffee enthusiast, and tech geek. Passionate about exploring the outdoors and sharing stories. Always up for a good book or a deep conversation",,@MapleChaser77,,Just finished a great book that really pushed my perspectives. It's amazing how literature can challenge us and spur personal growth. What have you recently read that inspired you?,,,,"Ottawa, Canada",
109,brand,,"Crafting unique experiences through thoughtful design and innovation. Passionate about culture, creativity, and sustainable living. Join us on this journey.",,@DelhiVibeCo,,Discover a world of exceptional quality and unique experiences with our latest offerings. Elevate your everyday habits and unleash your potential today. #ExploreMore #QualityLiving,,,,"Delhi, India",
110,male,,"Passionate about the sea, food, and good company. Exploring life one adventure at a time. Always seeking the next great story.",,@MarseilleMaverick,,"Embracing the changing seasons, finding inspiration in the small things around me. Here’s to new beginnings and unexpected adventures. #Grateful #LifeMoments",,,,"Marseille, France",
111,female,,"Passionate about culture, food, and travel. Exploring life one adventure at a time. Always seeking new experiences and sharing stories. Let's connect!",,@CherryBlossomVibes,,"Just enjoyed a peaceful walk through the autumn-colored park, savoring the quiet moments amidst the rustling leaves. Grateful for the little things that bring joy. #MindfulMoments #NatureLover",,,,"Nagoya, Japan",
112,female,,Adventure seeker | Coffee enthusiast | Book lover | Exploring the world one city at a time | Passionate about tech and innovation | Always up for a good,,@TechSavvyDreamer,,Just finished a great book and can't stop thinking about the characters. Nothing beats a good story that stays with you long after the last page. What book has challenged your thinking lately? #ReadingCommunity #BookLover,,,,"San Jose, USA",
113,brand,,"Crafting unique experiences and bold flavors. Passionate about quality, community, and creativity. Join us on our journey! #Foodie #Innovation",,@CalgaryVibe,,Elevate your everyday moments with our thoughtfully crafted products. Discover simplicity and elegance in each detail. Join us on a journey toward a better lifestyle. #ElevateYourEveryday,,,,"Calgary, Canada",
114,male,,"Avid traveler and coffee enthusiast. Passionate about art, history, and exploring hidden gems. Always seeking the next adventure and good conversation.",,@ViennaVibes,,Exploring the hidden gems of my city today. You never know what fascinating stories are waiting around the corner. Always keep an open mind.,,,,"Vienna, Austria",
115,male,,"Avid explorer of life and ideas. Coffee enthusiast. Tech lover. Always chasing the next adventure. Sharing thoughts on culture, innovation, and the little",,@UrbanVoyagerAU,,Just finished a great book that made me see the world in a new light. Always love how stories can expand our perspective and challenge our thinking. What’s next on my reading list? Any recommendations?,,,,"Melbourne, Australia",
116,female,,"Adventurer at heart, coffee enthusiast, and lover of all things nature. Exploring life one book and travel destination at a time. Always seeking new",,@NordicWhisperer,,Feeling inspired by the beauty of change as the leaves fall and the days grow shorter. Embracing the journey and all its twists. What's inspiring you today? #reflection #change #inspiration,,,,"Oslo, Norway",
117,female,,Coffee lover | Bookworm | Exploring the art of storytelling | Passionate about sustainability | Finding joy in the little things,,@BristolBella,,"Just finished an inspiring book, and it's a powerful reminder of the resilience within us all. Starting fresh is never too late. What motivates you to embrace change? #Inspiration #Change",,,,"Bristol, UK",
118,female,,"Dreamer, coffee enthusiast, and lover of the great outdoors. Passionate about storytelling and exploring new ideas. Always seeking the next adventure.",,@SunnyBreezeVibes,,So excited to see the incredible local artists showcasing their talent at the upcoming arts festival! Can't wait to soak in the creativity. What's everyone else looking forward to? #SupportLocal #ArtsFestival,,,,"Brisbane, Australia",
119,male,,"Passionate about art, music, and the beauty of life. Exploring the world one adventure at a time. Coffee enthusiast and sunset chaser. Always",,@AzureVoyager,,Enjoying the simple moments today. Fresh coffee and a good book make for a perfect afternoon. #Mindfulness #SimplePleasures,,,,"Nice, France",
120,male,,"Passionate about tech, culture, and food. Exploring the world one adventure at a time. Coffee enthusiast and lifelong learner. Always seeking inspiration and connection",,@UrbanExplorerHK,,Just found the perfect spot to enjoy my morning coffee and clear my mind. It's the little things that make a big difference. #MorningRoutine #Mindfulness,,,,"Hong Kong, China",
